605277,新亚电子
605016,百龙创园
600584,长电科技
600285,羚锐制药
002616,长青集团
002210,飞马国际
002965,祥鑫科技
000899,赣能股份
001288,运机集团
002241,歌尔股份
002405,四维图新
002275,桂林三金
002049,紫光国微
000977,浪潮信息
002660,茂硕电源
002055,得润电子
000788,北大医药
002975,博杰股份
